category,filename,hashtag,source,description,people,faces,females,alcohol_visible,words_on_image,proportion_females,labels
pro_prof,pp47.png,#SierraTequila,https://www.instagram.com/p/BBH5fjEkwKu/,"A man with a luchador mask is sitting at a small round table with several cans of Paloma Lemonade, a large bottle of Sierra Tequila and glasses with ice cubes and straws.",1,0,0.0,1,0,0.0,Sierra Tequila
pro_prof,pp48.png,#SierraTequila,https://www.instagram.com/p/oOSHLOEwNi/,A man with sun glasses is sitting on a bench with a glass in his hand. Two women are sitting on either side of him. One is pouring Lemonade into the glass. The other is pouring Sierra Tequila from a large bottle into the same glass. ,3,3,2.0,1,0,0.666666667,Sierra Tequila
pro_prof,pp51.png,#AbsolutVodka,https://www.instagram.com/p/B4133ioHgGJ/,"Two women are standing, smiling and embracing each other, each holding an Absolut Vodka branded glass with their eyes closed, possibly listening to music at a club.",2,2,2.0,1,0,1.0,Absolut Vodka
pro_prof,pp53.png,#AbsolutVodka,https://www.instagram.com/p/B0DIcKLoarX/,"A woman in a festive, fun, party outfit is laughing and pouring Absolut Vodka from a large bottle into a shot glass held up by someone else.",3,1,2.0,1,0,0.666666667,Absolut Vodka
pro_prof,pp54.png,#AbsolutVodka,https://www.instagram.com/p/BqaHgPxlfaS/,Two women covered in neon body paint are posing and holding up a large bottle of Absolut Vodka,2,2,2.0,1,0,1.0,Absolut Vodka
pro_prof,pp55.png,#AbsolutVodka,https://www.instagram.com/p/BnqA2_CFdXy/,A closeup of a woman’s hand is shown from behind holding a large bottle of Absolut Vodka. She is dressed in a festive party dress and in the background we see a smiling man waiting for her.,2,1,1.0,1,0,0.5,Absolut Vodka
pro_prof,pp57.png,#StolichnayaVodka,https://www.instagram.com/p/BvBZpVinhtM/,"Two male, smiling bartenders are in the centre of the image pouring drinks into glasses. They are in a bar with many other people. ",12,3,2.0,1,0,0.166666667,Stolichnaya Vodka
pro_soc,ps1.png,#Cocktails,https://www.instagram.com/p/B6_JjwUoezA/,A man is smiling with his tounge between his teeth and holding two glasses with alcoholic beverages into the camera.,1,1,0.0,1,0,0.0,Cocktails
pro_soc,ps7.png,#Cheers ,Personal footage,Four people are toasting each other with beer glasses.,5,0,3.0,1,0,0.6,Cheers
pro_soc,ps14.png,#GetDrunk,https://www.instagram.com/p/B80bUVUHJLT/,"A woman poses and smiles into the camera. In front of her are a bucket of ice cream, a jar of Nutella, a large bottle of Disaronno liqueur and a Starbucks cup with a mix of these ingredients. She has a straw between her teeth.",1,1,1.0,1,0,1.0,Get Drunk
pro_soc,ps15.png,#CheersToUs,https://www.instagram.com/p/B60sL7envZr/,Three woman and two men are posing and smiling for a photo in front of a Christmas tree. Each person is holding an alcoholic beverage.,5,5,3.0,1,0,0.6,Cheers To Us
pro_soc,ps16.png,#Party,https://www.instagram.com/p/BxeUNL-Il85/,Two men and a woman are celebrating in a bar and posing for a photo smiling and making silly faces. Several bottles and glasses of alcohol are visible.,3,3,1.0,1,0,0.333333333,Party
pro_soc,ps17.png,#DrinkingShots,https://www.instagram.com/p/B0Ntm6Yod_7/,"Several people are toasting each other with shot glasses. A woman with a broad smile is in the centre of the picture, holding a shot glass and a tray with more glasses.",4,2,1.0,1,0,0.25,Drinking Shots
pro_soc,ps18.png,#LetGo,https://www.instagram.com/p/BuvPmzwFC4E/,"Several people are partying on a boat, smiling, yelling, and dancing. In the front, a man is pouring vodka into the open mouth of a smiling woman, with others around them cheering her on. Most people are holding cups with alcoholic beverages.",9,6,6.0,1,0,0.666666667,Let Go
pro_soc,ps19.png,#PartyShots,https://www.instagram.com/p/Bq905YMFGPC/,"A woman and three man are holding shot glasses and are posing for the picture, toasting towards the camera. They are in a bar.",4,4,1.0,1,0,0.25,Party Shots
pro_soc,ps20.png,#CheersToUs,https://www.instagram.com/p/B8juxXAF3sO/,"Three men are sitting at a table, smiling into the camera. The table is littered with empty and half-full beer bottles and glasses.",3,3,0.0,1,0,0.0,Cheers To Us
pro_soc,ps21.png,#Cheers,https://www.instagram.com/p/B8-tekRp8Xz/,"Several people are sitting around a table, smiling and toasting each other. ",13,7,3.0,1,0,0.23076923100000000,Cheers
pro_soc,ps22.png,#FridayNight,https://www.instagram.com/p/B79DM2NC-3F/,Several men are sitting around a table toasting each other with large glasses of beer.,5,5,0.0,1,0,0.0,Friday Night
pro_soc,ps23.png,#WineNight,https://www.instagram.com/p/B8k6PmSgpEe/,"Two women are sitting on a couch posing for the photo, each holding a glass of prosecco.",2,2,2.0,1,0,1.0,Wine Night
pro_soc,ps24.png,#PartnersInCrime,https://www.instagram.com/p/B8Ui-wHH-6d/,"Two women are posing for the picture, making funny faces and each holding a glass with an alcoholic drink.",2,2,2.0,1,0,1.0,Partners In Crime
pro_soc,ps25.png,#FriendsAndBeers,https://www.instagram.com/p/B8yQVqnFqZU/,Several people are sitting on the hood of a car. In the centre are three smiling women and a man who are posing for the picture and holding beer glasses. ,6,4,3.0,1,0,0.5,Friends And Beers
pro_soc,ps26.png,#BottomsUp,https://www.instagram.com/p/B8-A8v_iKPJ/,"A woman and a man are sitting at a table in a bar, posing for the picture. Each is holding a glass with an alcoholic drink to their mouth.",2,2,1.0,1,0,0.5,Bottoms Up
pro_soc,ps27.png,#WeekendFriends,https://www.instagram.com/p/B84RTUQiXR-/,A large number of people are sitting around a table littered with beer bottles. ,12,6,6.0,1,0,0.5,Weekend Friends
pro_soc,ps28.png,#CheersToUs,https://www.instagram.com/p/B6TQdkcFxZc/,"Five people are in the centre of the image. One is taking the picture with only their arm being visible which is holding a beer glass, toasting the four others who are facing the camera, each holding an alcoholic beverage and toasting the photographer. They are smiling and standing on a campground, possibly at a festival with other people surrounding them.",11,5,4.0,1,0,0.363636364,Cheers To Us
pro_soc,ps29.png,#DoubleFisting,https://www.instagram.com/p/B8zZVc-JzOu/,Two women are sitting at a table. Each woman has two glasses of alcoholic beverages with straws and each women has two straws in her mouth simultaneously. They are making funny faces at the camera.,2,2,2.0,1,0,1.0,Double Fisting
pro_soc,ps30.png,#DrinkingGames,https://www.instagram.com/p/B88yxQmlYUD/,"A woman is surrounded by a lot of other people with alcoholic beverages, possibly at a party or club. She is holding a hose, likely used to consume a lot of alcohol very quickly,",9,1,1.0,1,0,0.111111111,Drinking Games
pro_soc,ps32.png,#FreeShot,https://www.instagram.com/p/B8qA-v2lpfE/,A man is at the centre of the image. His mouth is wide open. A second man is pouring alcohol into his mouth. They are surrounded by many other people in a club.,7,1,1.0,1,0,0.14285714300000000,Free Shot
pro_soc,ps33.png,#BottomsUp,https://www.instagram.com/p/B8WYhgSiIWY/,"Two men are sitting at a table in a bar, each holding a big pitcher of beer and drinking from it. There are additional cocktails standing on the table.",2,2,0.0,1,0,0.0,Bottoms Up
pro_soc,ps35.png,#FriendsNight,https://www.instagram.com/p/B3krJ0VCgSy/,"Two women are smiling into the camera. One is embracing the other, whereas the other is holding a large bottle of liquor.",2,2,2.0,1,0,1.0,Friends Night
pro_soc,ps37.png,#Truth,https://www.instagram.com/p/B89Du0gJWrV/,"A man is sitting in an arm chair, thoroughly enjoying a glass of brown liquor with his eyes closed. Text around the image reads: “After reading about the negative effects of drinking, I’ve decided to stop reading.”",1,1,0.0,1,13,0.0,Truth
pro_soc,ps40.png,#WineDay,https://www.instagram.com/p/B8wtQF3pSjB/,"A strip of two comic images is shown. In the first, a man is pouring red wine into a glass held by a women. He says to her: “Say when”. In the second image, the room is filled with wine so that both the men and the woman are immersed in wine up until their necks. She thinks: “When” ",0,0,0.0,1,3,NA,Wine Day
pro_soc,ps41.png,#CocktailTime,https://www.instagram.com/p/CAH1YGegB2H/,Two women are standing at a table smiling at each other. In front of them are three cocktail glasses,2,2,2.0,1,0,1.0,Cocktail Time
pro_soc,ps42.png,#FriendsNight,https://www.instagram.com/p/CAIeEkPgcjS/,Four women are sitting next to each other smiling and laughing. Each is holding an alcoholic beverage. ,4,3,4.0,1,0,1.0,Friends Night
pro_soc,ps43.png,#BYOB,https://www.instagram.com/p/B_nd-zjFQeF/,A man is kneeling on one knee packing five big bottles of Smirnoff into a backpack. Behind him is a shelf with several more big bottles of liquor.,1,1,0.0,1,0,0.0,BYOB
pro_soc,ps47.png,#DrinksDrinksDrinks,https://www.instagram.com/p/B7Tth2iIwHO/,"Seven men are posing, facing the camera, smiling and holding shot glasses.",7,7,0.0,1,0,0.0,Drinks Drinks Drinks
pro_soc,ps48.png,#DrinkUp,https://www.instagram.com/p/B8qxxhbHOZY/,"A woman is standing in front of a home bar with a large number of liquor bottles. She is holding a large bottle in one hand and a glass in the other, which she is sipping from while smiling into the camera.",1,1,1.0,1,0,1.0,Drink Up
pro_soc,ps49.png,#ForTheTeam,https://www.instagram.com/p/B89ivn7hkVi/,Four men are sitting at a table toasting each other with large beer glasses and facing the camera.,6,5,1.0,1,0,0.166666667,For The Team
pro_soc,ps50.png,#Celebrate,https://www.instagram.com/p/B89irQaJqdj/,Two women are sitting at a table smiling. One is holding two white wine glasses. The other is holding one glass. In front of them is a table with two large wine bottles.,2,2,2.0,1,0,1.0,Celebrate
pro_soc,ps34.png,#Yummie,https://www.instagram.com/p/B7MJ2JtCtL4/,"A man is standing outside, holding a small keg of beer and is drinking directly from the tab.",1,1,0.0,1,0,0.0,Yummie
pro_prof,pp58.png,#StolichnayaVodka,https://www.instagram.com/p/B0eFog_hy8i/,The right half of the lower body of a man is shown who is sitting on a couch and taking a bottle out of a cooler that contains two large Stoli Vodka bottles.,1,0,0.0,1,0,0.0,Stolichnaya Vodka
pro_prof,pp59.png,#StolichnayaVodka,https://www.instagram.com/p/BounjOggRRD/,A large group of people is smiling and toasting each other with various glasses and cups. A woman in the front is holding a large Stoli Vodka bottle.,9,8,2.0,1,0,0.222222222,Stolichnaya Vodka
pro_soc,ps51.png,#PartyLife,https://www.instagram.com/p/B9i3MBcHZdD/,A woman is smiling into the camera and holding a small bucket with a straw and alcohol in it. She looks intoxicated and is surrounded by many other people partying.,5,1,4.0,1,0,0.8,Party Life
pro_soc,ps52.png,#Friends,https://www.instagram.com/p/B9juS8el-Ra/,Three women are sitting on a couch posing and smiling into the camera. One is holding an alcoholic beverage. There are several other beverages standing on the table in front of them. ,3,3,3.0,1,0,1.0,Friends
pro_soc,ps53.png,#CocktailTime,https://www.instagram.com/p/B9fCYpwhfwp/,"A woman is sitting in front of a large cocktail glass, smiling.",1,1,1.0,1,0,1.0,Cocktail Time
pro_soc,ps54.png,#PartyGame,https://www.instagram.com/p/BiXbnaaFyT5/,Five women are smiling into the camera. One is holding a dog. The other four are holding a board with shots on it. In front of them is a table with lots of plastic cups.,5,5,5.0,1,0,1.0,Party Game
pro_soc,ps55.png,#BottleChug,https://www.instagram.com/p/CGOYG5iHNqh/,A man is drinking from a large liquor bottle. He is standing in front of a shelf with lots of other liquor bottles.,1,1,0.0,1,0,0.0,Bottle Chug
pro_soc,ps56.png,#DrinksDrinksDrinks,https://www.instagram.com/p/CGUl_W3ljEA/,"A woman is posing for the camera at a club, holding a glass of alcohol. ",1,1,1.0,1,0,1.0,Drinks Drinks Drinks
pro_soc,ps57.png,#Whiskey,https://www.instagram.com/p/CGNVFa4AqnH/,A woman is standing with her head bent backwards and her mouth open. A second person is pouring alcohol in her mouth while a third woman is cheering her on. ,3,2,3.0,1,0,1.0,Whiskey
pro_soc,ps58.png,#LoveTequila,https://www.instagram.com/p/CGABUQUl3tD/,A woman is sitting at a table with three shot glasses in front of her. She is smiling into the camera.,2,1,2.0,1,0,1.0,Love Tequila
pro_prof,pp60.png,#Jägermeister,https://www.instagram.com/p/B6bJyK6qpka/,A woman and a man look at each other laughing and toast each other with two shot glasses. (Version 2),2,2,1.0,1,0,0.5,Jägermeister
pro_prof,pp61.png,#Jägermeister,https://www.instagram.com/p/B1eR0bcCnNh/,A man is sitting on the ground smiling and posing for the camera and holding up a large Jägermeister bottle. A woman and a second man stand beside him looking at him. The woman is holding up another Jägermeister bottle. (Version 2) NOTE: This image is equal to pp45 and was accidentally tested twice in Study 1a/b,3,3,1.0,1,0,0.333333333,Jägermeister
pro_prof,pp62.png,#SierraTequila,https://www.instagram.com/p/BqkaoX1FXWO/,"Two tattooed men with bare upper bodies, Sombreros and luchador masks are standing at a table. One is pouring from a large bottle into a Sierra Tequila branded glass held by the other.",2,0,0.0,1,0,0.0,Sierra Tequila
